word,furigana,translation,category,level
準急,じゅんきゅう,semi-express train,noun,n2
状況,じょうきょう,situation; circumstances,noun,n2
条件,じょうけん,condition; term; requirement,noun,n2
賞金,しょうきん,prize money; reward,noun,n2
将軍,しょうぐん,general; shogun,noun,n2
生じる,しょうじる,to arise; to result from; to cause,verb,n2
生ずる,しょうずる,to arise; to result from; to cause,verb,n2
上昇,じょうしょう,rising; ascending; climbing,noun,n2
少数,しょうすう,minority; small number,noun,n2
承諾,しょうだく,consent; approval; agreement,noun,n2
上等,じょうとう,superior; first-class; high quality,adjective,n2
衝突,しょうとつ,collision; clash; conflict,noun,n2
商人,しょうにん,merchant; trader,noun,n2
承認,しょうにん,recognition; approval; acknowledgment,noun,n2
上半,じょうはん,first half (of a year; game; etc.),noun,n2
女王,じょおう,queen,noun,n2
職,しょく,employment; work; job,noun,n2
しょっちゅう,,always; constantly; frequently,adverb,n2
塵,じん,dust,suffix,n2
真剣,しんけん,serious; earnest,adjective,n2
親善,しんぜん,friendship; goodwill,noun,n2
心情,しんじょう,feelings; emotion; sentiment,noun,n2
神話,しんわ,myth; legend,noun,n2
すいすい,,smoothly; easily,adverb,n2
推奨,すいしょう,recommendation,noun,n2
水中,すいちゅう,underwater,noun,n2
随分,ずいぶん,very; extremely; considerably,adverb,n2
据える,すえる,to set; to place; to install,verb,n2
すがすがしい,,refreshing; crisp,adjective,n2
掬う,すくう,to scoop up; to ladle out,verb,n2
少なくとも,すくなくとも,at least,adverb,n2
透ける,すける,to be transparent; to be see-through,verb,n2
すさまじい,,terrific; tremendous; awful,adjective,n2
濯ぐ,すすぐ,to rinse; to wash out,verb,n2
すっと,,swiftly; smoothly; to feel refreshed,adverb,n2
すばしこい,,nimble; agile; quick,adjective,n2
素早い,すばやい,quick; prompt; swift,adjective,n2
澄む,すむ,to become clear; to become transparent,verb,n2
すらすら,,smoothly; fluently,adverb,n2
するする,,smoothly; glidingly,adverb,n2
すれ違う,すれちがう,to pass by one another; to miss each other,verb,n2
すれる,,to rub against; to become worn out,verb,n2
すんなり,,smoothly; without resistance; slim,adverb,n2
生育,せいいく,growth; development,noun,n2
制御,せいぎょ,control; regulation; command,noun,n2
政策,せいさく,policy,noun,n2
制裁,せいさい,sanctions,noun,n2
成熟,せいじゅく,maturity,noun,n2
性能,せいのう,performance; efficiency,noun,n2
制覇,せいは,conquest,noun,n2
生物学,せいぶつがく,biology,noun,n2
成分,せいぶん,ingredient; component,noun,n2
精密,せいみつ,precise; exact; detailed,adjective,n2
勢力,せいりょく,influence; power; force,noun,n2
せき,,cough,noun,n2
世辞,せじ,flattery; compliment,noun,n2
せっかく,,with much effort; specially,adverb,n2
せっかち,,hasty; impatient,adjective,n2
接触,せっしょく,contact; touch,noun,n2
全快,ぜんかい,complete recovery of health,noun,n2
全身,ぜんしん,the whole body,noun,n2
先進,せんしん,advanced,noun,n2
先端,せんたん,pointed end; tip; forefront,noun,n2
前途,ぜんと,future prospects,noun,n2
専売,せんばい,monopoly,noun,n2
方面,ほうめん,direction; district; field (of study; etc.),noun,n2
そう,,so; in that way,adverb,n2
総合,そうごう,synthesis; integration,noun,n2
創作,そうさく,creation; original work; fiction,noun,n2
促進,そくしん,promotion; acceleration; encouragement,noun,n2
外す,はずす,to remove; to take off; to miss,verb,n2
そのまま,,as it is; without change,adverb,n2
そびえる,,to tower; to soar,verb,n2
素朴,そぼく,simple; rustic; artless,adjective,n2
背く,そむく,to disobey; to go against; to betray,verb,n2
そよそよ,,breezily; gently (of wind),adverb,n2
逸らす,そらす,to turn away; to avert; to deflect,verb,n2
それでも,,but still; and yet; nevertheless,conjunction,n2
それとも,,or; or else,conjunction,n2
それなのに,,and yet; despite that,conjunction,n2
それなら,,if that's the case; then,conjunction,n2
対,たい,versus; against; pair,noun,n2
大多数,だいたすう,great majority,noun,n2
対して,たいして,towards; against; regarding,adverb,n2
大衆,たいしゅう,the general public; the masses,noun,n2
対する,たいする,to face; to oppose; to deal with,verb,n2
耐える,たえる,to endure; to bear; to withstand,verb,n2
絶える,たえる,to die out; to cease; to be cut off,verb,n2
耕す,たがやす,to till; to plow; to cultivate,verb,n2
高まる,たかまる,to rise; to heighten; to be promoted,verb,n2
高める,たかめる,to raise; to enhance; to boost,verb,n2
滝,たき,waterfall,noun,n2
焚く,たく,to burn; to build a fire; to boil,verb,n2
蓄える,たくわえる,to store; to save up; to accumulate,verb,n2
携わる,たずさわる,to be involved in; to engage in,verb,n2
たちまち,,in an instant; suddenly,adverb,n2
立て替える,たてかえる,to pay for another; to advance money for,verb,n2
辿り着く,たどりつく,to finally arrive at; to struggle to reach,verb,n2
辿る,たどる,to follow (a path); to trace,verb,n2
躊躇う,ためらう,to hesitate; to waver,verb,n2
たやすい,,easy; simple,adjective,n2
だるい,,sluggish; languid; dull,adjective,n2
垂れる,たれる,to hang; to droop; to drip,verb,n2
単一,たんいつ,single; simple; uniform,adjective,n2
短気,たんき,short temper; quick temper,noun,n2
箪笥,たんす,chest of drawers,noun,n2
だんまり,,silence; keeping silent,noun,n2
近付く,ちかづく,to approach; to get near,verb,n2
近付ける,ちかづける,to bring near; to associate with,verb,n2
力強い,ちからづよい,powerful; strong; reassuring,adjective,n2
ちくちく,,prickling; stinging sensation,adverb,n2
ちっとも,,not at all (with negative),adverb,n2
ちまちま,,small and detailed; timidly,adverb,n2
ちんまり,,neatly; compactly; snugly,adverb,n2
ついでに,,while you're at it; incidentally,adverb,n2
通じる,つうじる,to run to; to lead to; to be understood,verb,n2
定年,ていねん,retirement age,noun,n2
提示,ていじ,presentation; showing,noun,n2
訂正,ていせい,correction; revision,noun,n2
停滞,ていたい,stagnation; tie-up,noun,n2
手入れ,ていれ,care; maintenance; repairs,noun,n2
手がかり,てがかり,clue; lead; trail,noun,n2
的確,てきかく,precise; accurate; appropriate,adjective,n2
でたらめ,,nonsense; random; irresponsible,adjective,n2
てっきり,,surely; certainly (often of a mistaken belief),adverb,n2
転換,てんかん,conversion; changeover,noun,n2
伝言,でんごん,verbal message,noun,n2
展開,てんかい,development; evolution; deployment,noun,n2
伝統,でんとう,tradition,noun,n2
問,とい,question; problem,noun,n2
問い合わせ,といあわせ,inquiry,noun,n2
答案,とうあん,examination paper; answer sheet,noun,n2
統一,とういつ,unity; consolidation; uniformity,noun,n2
討論,とうろん,debate; discussion,noun,n2
解く,とく,to solve; to untie; to undo,verb,n2
説く,とく,to explain; to advocate; to preach,verb,n2
特産,とくさん,specialty product,noun,n2
遂げる,とげる,to accomplish; to achieve; to carry out,verb,n2
年頃,としごろ,age; approximate age; marriageable age,noun,n2
仲良し,なかよし,close friend; on good terms,noun,n2
