word,furigana,translation,category,level
矛盾表現,むじゅんひょうげん,oxymoron; contradictory expression,noun,n1
矛盾的,むじゅんてき,contradictory,adjective,n1
名誉会長,めいよかいちょう,honorary chairman,noun,n1
名誉教授,めいよきょうじゅ,professor emeritus,noun,n1
名誉市民,めいよしみん,honorary citizen,noun,n1
名誉総裁,めいよそうさい,honorary president,noun,n1
名誉会員,めいよかいいん,honorary member,noun,n1
名誉賞,めいよしょう,honorary award,noun,n1
名誉棄損,めいよきそん,defamation; libel; slander,noun,n1
名著,めいちょ,famous book; masterpiece,noun,n1
名案,めいあん,good idea; bright idea,noun,n1
名言,めいげん,wise saying; famous quote,noun,n1
名句,めいく,famous line (of poetry); famous phrase,noun,n1
命令書,めいれいしょ,written order; directive,noun,n1
命令系統,めいれいけいとう,chain of command,noun,n1
命令違反,めいれいいはん,disobedience of an order,noun,n1
命令口調,めいれいくちょう,commanding tone of voice,noun,n1
命令的,めいれいてき,imperative; commanding,adjective,n1
命令動詞,めいれいどうし,imperative verb,noun,n1
命令法,めいれいほう,imperative mood,noun,n1
命令者,めいれいしゃ,commander,noun,n1
命中,めいちゅう,a direct hit; hitting the mark,noun,n1
命中率,めいちゅうりつ,accuracy rate; hit ratio,noun,n1
命中精度,めいちゅうせいど,accuracy of a weapon,noun,n1
命中弾,めいちゅうだん,direct hit,noun,n1
命題,めいだい,proposition; thesis; topic,noun,n1
命題論理,めいだいろんり,propositional logic,noun,n1
命日,めいにち,anniversary of a death,noun,n1
命名,めいめい,naming; christening,noun,n1
命名式,めいめいしき,naming ceremony,noun,n1
命名権,めいめいけん,naming rights,noun,n1
命名者,めいめいしゃ,namer; godparent,noun,n1
命名法,めいめいほう,nomenclature,noun,n1
明暗法,めいあんほう,chiaroscuro (art technique),noun,n1
明暗分かれ目,めいあんわかれめ,turning point for fortune; crossroads,noun,n1
明暗対比,めいあんたいひ,contrast of light and dark,noun,n1
明快さ,めいかいさ,clarity; lucidity,noun,n1
明快な説明,めいかいなせつめい,clear explanation,phrase,n1
明確さ,めいかくさ,clarity; precision,noun,n1
明確性,めいかくせい,definiteness; clarity,noun,n1
明確な指示,めいかくなしじ,clear instructions,phrase,n1
明言,めいげん,declaration; clear statement,noun,n1
明言する,めいげんする,to declare; to state clearly,verb,n1
明細書,めいさいしょ,detailed statement; itemized bill,noun,n1
明瞭さ,めいりょうさ,clearness; lucidity,noun,n1
明瞭な発音,めいりょうなはつおん,clear pronunciation,phrase,n1
明白さ,めいはくさ,obviousness; clearness,noun,n1
明白な証拠,めいはくなしょうこ,clear evidence,phrase,n1
明白な事実,めいはくなじじつ,obvious fact,phrase,n1
明朗会計,めいろうかいけい,transparent accounting,noun,n1
明朗快活,めいろうかいかつ,cheerful and lively,adjective,n1
迷路探索,めいろたんさく,maze exploration,noun,n1
迷路脱出,めいろだっしゅつ,escaping a maze,noun,n1
迷路的,めいろてき,labyrinthine; maze-like,adjective,n1
迷信深い,めいしんぶかい,superstitious,adjective,n1
迷子札,まいごふだ,ID tag for a child,noun,n1
迷子犬,まいごいぬ,lost dog,noun,n1
迷子猫,まいごねこ,lost cat,noun,n1
迷子捜索,まいごそうさく,search for a lost child,noun,n1
迷子放送,まいごほうそう,lost-child announcement,noun,n1
迷惑行為,めいわくこうい,nuisance; annoying act,noun,n1
迷惑電話,めいわくでんわ,nuisance call,noun,n1
迷惑メール,めいわくメール,spam; junk email,noun,n1
迷惑客,めいわくきゃく,troublesome customer,noun,n1
迷惑千万,めいわくせんばん,extremely annoying,adjective,n1
銘柄,めいがら,brand; brand name; stock issue,noun,n1
銘柄株,めいがらかぶ,leading stock; blue-chip stock,noun,n1
命綱,いのちづな,lifeline; safety rope,noun,n1
命懸け,いのちがけ,life-threatening; risking one's life,noun,n1
命拾い,いのちびろい,narrow escape from death,noun,n1
命取り,いのちとり,fatal; deadly,noun,n1
命名権料,めいめいけんりょう,naming rights fee,noun,n1
免疫力,めんえきりょく,immunity (strength),noun,n1
免疫系,めんえきけい,immune system,noun,n1
免疫反応,めんえきはんのう,immune response,noun,n1
免疫学,めんえきがく,immunology,noun,n1
免疫細胞,めんえきさいぼう,immune cell,noun,n1
免疫疾患,めんえきしっかん,immune disorder,noun,n1
免疫不全,めんえきふぜん,immunodeficiency,noun,n1
免許証,めんきょしょう,driver's license; permit,noun,n1
免許制度,めんきょせいど,licensing system,noun,n1
免許試験,めんきょしけん,license examination,noun,n1
免許更新,めんきょこうしん,license renewal,noun,n1
免許取得,めんきょしゅとく,obtaining a license,noun,n1
免許剥奪,めんきょはくだつ,revocation of license,noun,n1
免除措置,めんじょそち,exemption measure,noun,n1
免責条項,めんせきじょうこう,disclaimer; exemption clause,noun,n1
免責事項,めんせきじこう,disclaimer,noun,n1
面会,めんかい,meeting; visit (e.g. in hospital),noun,n1
面会謝絶,めんかいしゃぜつ,no visitors allowed,expression,n1
面会室,めんかいしつ,visiting room,noun,n1
面会時間,めんかいじかん,visiting hours,noun,n1
面影,おもかげ,vestige; trace; shadow (of the past),noun,n1
面白がる,おもしろがる,to be amused by; to make fun of,verb,n1
面倒見る,めんどうみる,to look after; to take care of,verb,n1
面倒臭い,めんどうくさい,bothersome; tedious,adjective,n1
面倒見,めんどうみ,caring; looking after,noun,n1
面倒事,めんどうごと,trouble; difficulty,noun,n1
面倒を掛ける,めんどうをかける,to cause trouble,verb,n1
面談,めんだん,interview; personal talk,noun,n1
面接試験,めんせつしけん,"interview (for a job, school)",noun,n1
面接官,めんせつかん,interviewer,noun,n1
面接練習,めんせつれんしゅう,interview practice,noun,n1
模範解答,もはんかいとう,model answer,noun,n1
模範生,もはんせい,model student,noun,n1
模範的,もはんてき,exemplary; model,adjective,n1
模擬店,もぎてん,booth; stall (at a fair),noun,n1
模擬戦,もぎせん,mock battle; war game,noun,n1
模擬訓練,もぎくんれん,simulation training,noun,n1
模型飛行機,もけいひこうき,model airplane,noun,n1
模型列車,もけいれっしゃ,model train,noun,n1
模倣犯,もほうはん,copycat crime,noun,n1
模倣行為,もほうこうい,act of imitation,noun,n1
模様,もよう,pattern; design; state of affairs,noun,n1
盲点,もうてん,blind spot,noun,n1
盲目,もうもく,blindness,noun,n1
盲導犬,もうどうけん,seeing-eye dog; guide dog,noun,n1
盲学校,もうがっこう,school for the blind,noun,n1
盲信,もうしん,blind faith; credulity,noun,n1
盲目的,もうもくてき,blind; reckless,adjective,n1
盲人,もうじん,blind person,noun,n1
盲腸,もうちょう,appendix (anatomy),noun,n1
猛威,もうい,fury; rage; ferocity,noun,n1
猛火,もうか,raging fire; inferno,noun,n1
猛暑,もうしょ,heat wave; fierce heat,noun,n1
猛毒,もうどく,deadly poison,noun,n1
猛烈,もうれつ,fierce; intense; violent,adjective,n1
網羅的,もうらてき,comprehensive; exhaustive,adjective,n1
網羅性,もうらせい,comprehensiveness,noun,n1
耗尽,もうじん,exhaustion; depletion,noun,n1
猛禽類,もうきんるい,birds of prey,noun,n1
猛攻,もうこう,fierce attack; onslaught,noun,n1
猛練習,もうれんしゅう,intense practice,noun,n1
猛暑日,もうしょび,extremely hot day,noun,n1
猛反対,もうはんたい,fierce opposition,noun,n1
猛特訓,もうとっくん,intensive training; boot camp,noun,n1
猛打,もうだ,barrage of hits; slugging,noun,n1
猛威を振るう,もういをふるう,to rage; to run rampant,verb,n1
猛者,もさ,daredevil; veteran; strong man,noun,n1
盲導,もうどう,guidance for the blind,noun,n1
盲動,もうどう,blind action; reckless action,noun,n1
盲腸炎,もうちょうえん,appendicitis,noun,n1
猛々しい,たけだけしい,fierce; ferocious,adjective,n1
猛省,もうせい,serious reflection,noun,n1
猛反発,もうはんぱつ,strong backlash; fierce opposition,noun,n1
猛進,もうしん,dashing forward; rushing headlong,noun,n1
網膜,もうまく,retina,noun,n1
網膜剥離,もうまくはくり,retinal detachment,noun,n1
門外漢,もんがいかん,outsider; layman; amateur,noun,n1
門前払い,もんぜんばらい,turning someone away at the gate,noun,n1
門出,かどで,departure; setting out (on a new chapter),noun,n1
門松,かどまつ,New Year's pine decoration,noun,n1
門限,もんげん,curfew,noun,n1
門前町,もんぜんまち,temple town; town built around a temple,noun,n1
門外不出,もんがいふしゅつ,not to be taken off the premises; treasured,expression,n1
門弟,もんてい,disciple; pupil,noun,n1
問答,もんどう,questions and answers; dialogue; catechism,noun,n1
問答無用,もんどうむよう,beyond all argument; no questions asked,expression,n1
問題児,もんだいじ,problem child,noun,n1
問題視,もんだいし,viewing as a problem,verb,n1
問題解決,もんだいかいけつ,problem-solving,noun,n1
問題集,もんだいしゅう,workbook; exercise book,noun,n1
問題点,もんだいてん,the point at issue; the problem,noun,n1
問診,もんしん,medical interview,noun,n1
問診票,もんしんひょう,medical questionnaire,noun,n1
紋章,もんしょう,crest; coat of arms,noun,n1
紋,もん,family crest,noun,n1
信念,しんねん,belief; faith; conviction,noun,n1
意地悪,いじわる,malicious; spiteful; mean,noun,n1
著しい,いちじるしい,remarkable; considerable; striking,adjective,n1
一路,いちろ,straight path; one way,noun,n1
一括,いっかつ,all together; batch; lump sum,noun,n1
一挙に,いっきょに,at once; in one go,adverb,n1
一切,いっさい,all; everything; (with neg.) not at all,adverb,n1
一定,いってい,fixed; definite; constant,noun,n1
一般に,いっぱんに,generally; in general,adverb,n1
異動,いどう,personnel change; transfer,noun,n1
飢餓,きが,starvation; famine,noun,n1
経る,へる,to pass; to elapse; to go through,verb,n1
迂回,うかい,detour; bypass,noun,n1
受諾,じゅだく,acceptance,noun,n1
鬱,うつ,depression; gloom,noun,n1
雨天,うてん,rainy weather,noun,n1
描写,びょうしゃ,depiction; description; portrayal,noun,n1
えぐる,,to gouge; to hollow out,verb,n1
偉業,いぎょう,great achievement; great enterprise,noun,n1
行使,こうし,use; exercise (of rights),noun,n1
円滑,えんかつ,smooth; harmonious,noun,n1
沿岸,えんがん,coast; shore,noun,n1
遠征,えんせい,expedition; away game,noun,n1
応急,おうきゅう,emergency; first-aid,noun,n1
大いなる,おおいなる,great; grand,adjective,n1
大水,おおみず,flood; inundation,noun,n1
大幅,おおはば,drastic; substantial; full-width,noun,n1
公,おおやけ,public; official,noun,n1
侵す,おかす,to invade; to violate; to infringe on,verb,n1
怠る,おこたる,to neglect; to shirk; to be remiss,verb,n1
行方,ゆくえ,whereabouts,noun,n1
納める,おさめる,to pay (taxes); to supply; to dedicate,verb,n1
お辞儀,おじぎ,bow,noun,n1
雄,おす,male (animal),noun,n1
おだてる,,to flatter; to sweet-talk,verb,n1
脅す,おどす,to threaten; to menace,verb,n1
訪れる,おとずれる,to visit; to call on,verb,n1
おぼつかない,,uncertain; doubtful; unsteady,adjective,n1
おまけ,,extra; bonus; freebie,noun,n1
及び,および,and; as well as,conjunction,n1
愚か,おろか,foolish; stupid,adjective,n1
疎か,おろそか,negligent; neglectful; careless,adjective,n1
温和,おんわ,gentle; mild; temperate,noun,n1
可決,かけつ,approval; passage (of a bill),noun,n1
可視,かし,visible,noun,n1
佳作,かさく,honorable mention,noun,n1
微か,かすか,faint; dim; slight,adjective,n1
過疎,かそ,depopulation,noun,n1
かちっと,,with a click,adverb,n1
がっちり,,solidly; firmly; tightly,adverb,n1
合致,がっち,agreement; concurrence; conformance,noun,n1
がっくり,,dejectedly; crestfallen; with a slump,adverb,n1
且つ,かつ,and; moreover; besides,conjunction,n1
叶う,かなう,to come true (a wish); to be granted,verb,n1
かんかん,,furious; clanging,adverb,n1
換気,かんき,ventilation,noun,n1
還元,かんげん,reduction; restoration; giving back,noun,n1
看護,かんご,nursing; caregiving,noun,n1
簡素,かんそ,simple; plain,noun,n1
幹部,かんぶ,executive; management; (the) leadership,noun,n1
慣例,かんれい,custom; precedent; convention,noun,n1
気圧,きあつ,atmospheric pressure,noun,n1
規格,きかく,standard; norm,noun,n1
聞き手,ききて,listener; audience,noun,n1
危惧,きぐ,apprehension; misgivings; fear,noun,n1
起工,きこう,groundbreaking; starting construction,noun,n1
既婚,きこん,married,noun,n1
記載,きさい,mention; entry; record,noun,n1
気さく,きさく,friendly; easygoing; sociable,adjective,n1
儀式,ぎしき,ceremony; ritual; rite,noun,n1
起訴,きそ,prosecution; indictment,noun,n1
基盤,きばん,foundation; basis; base,noun,n1
気風,きふう,spirit; character; ethos,noun,n1
起伏,きふく,undulations; ups and downs,noun,n1
気品,きひん,elegance; grace; dignity,noun,n1
気まぐれ,きまぐれ,whim; caprice; fickle,noun,n1
極み,きわみ,height; peak; extremity,noun,n1
区切り,くぎり,pause; break; punctuation,noun,n1
くぐもる,,to be muffled (of a voice),verb,n1
駆使,くし,to make full use of; to command (a language),noun,n1
くしくも,,strangely enough; coincidentally,adverb,n1
屑,くず,scrap; waste; trash,noun,n1
くだらない,,worthless; trivial; silly,adjective,n1
件,けん,matter; case; affair,noun,n1
異形,いぎょう,fantastic form; grotesque shape,noun,n1
経緯,けいい,details; whole story; circumstances,noun,n1
経過,けいか,progress; passage of time; course,noun,n1
軽視,けいし,making light of; disregard; contempt,noun,n1
形式,けいしき,form; formality; format,noun,n1
継続,けいぞく,continuation,noun,n1
けなす,,to speak ill of; to disparage,verb,n1
煙い,けむい,smoky,adjective,n1
嫌疑,けんぎ,suspicion,noun,n1
原稿,げんこう,manuscript; draft; copy,noun,n1
健在,けんざい,in good health; going strong,noun,n1
検事,けんじ,public prosecutor,noun,n1
原始,げんし,primeval; primitive; original,noun,n1
健全,けんぜん,healthy; sound; wholesome,noun,n1
顕著,けんちょ,remarkable; striking; obvious,noun,n1
言動,げんどう,speech and conduct; words and deeds,noun,n1
絹,きぬ,silk,noun,n1
倹約,けんやく,thrift; frugality,noun,n1
権力,けんりょく,power; authority; influence,noun,n1
原油,げんゆ,crude oil,noun,n1
恋愛,れんあい,love; romance,noun,n1
工員,こういん,factory worker,noun,n1
強引,ごういん,overbearing; coercive; pushy,adjective,n1
合意,ごうい,agreement; consent; mutual understanding,noun,n1
恒久,こうきゅう,permanent; eternal,noun,n1
好況,こうきょう,economic boom; prosperity,noun,n1
口紅,くちべに,lipstick,noun,n1
交差,こうさ,intersection; crossing,noun,n1
功績,こうせき,achievement; meritorious service,noun,n1
高層,こうそう,high-rise; multistory,noun,n1
拘束,こうそく,restraint; restriction; binding,noun,n1
後退,こうたい,retreat; moving backward,noun,n1
好調,こうちょう,in good condition; favorable,noun,n1
口頭,こうとう,oral; verbal,noun,n1
強盗,ごうとう,robber; robbery,noun,n1
合同,ごうどう,joint; combined; union,noun,n1
興味深い,きょうみぶかい,very interesting,adjective,n1
合理,ごうり,rationality; reason,noun,n1
小川,おがわ,stream; brook,noun,n1
極度,きょくど,extreme,noun,n1
心がける,こころがける,to bear in mind; to strive to,verb,n1
心得,こころえ,knowledge; understanding; rules of conduct,noun,n1
試み,こころみ,trial; attempt,noun,n1
快い,こころよい,pleasant; agreeable; cheerful,adjective,n1
漉す,こす,to strain; to filter,verb,n1
擦る,こする,to rub; to scrub; to strike (a match),verb,n1
故に,ゆえに,therefore; consequently,conjunction,n1
事あるごとに,ことあるごとに,on every occasion; whenever possible,expression,n1
熟す,こなす,to handle well; to manage; to digest,verb,n1
捏ねる,こねる,to knead; to quibble; to complicate,verb,n1
好ましい,このましい,desirable; pleasant; welcome,adjective,n1
コントラスト,,contrast,noun,n1
権威,けんい,authority; power; influence,noun,n1
混迷,こんめい,turmoil; chaos; confusion,noun,n1
根源,こんげん,root; source; origin,noun,n1
災い,わざわい,calamity; catastrophe; misfortune,noun,n1
最多,さいた,the most; the largest number,noun,n1
採決,さいけつ,vote; ballot,noun,n1
細工,さいく,workmanship; craft; artifice,noun,n1
最良,さいりょう,the best; ideal,noun,n1
作戦,さくせん,strategy; tactics; military operation,noun,n1
差し引き,さしひき,deduction; subtraction; balance,noun,n1
詐欺,さぎ,fraud; swindle; scam,noun,n1
削減,さくげん,cut; reduction; curtailment,noun,n1
さしずめ,,for the time being; after all,adverb,n1
さして,,(not) particularly; (not) so much,adverb,n1
流石,さすが,as one would expect; indeed; still,adverb,n1
さぞ,,no doubt; surely,adverb,n1
定まる,さだまる,to be decided; to be settled,verb,n1
査定,さてい,assessment; valuation; review,noun,n1
裁く,さばく,to judge; to pass judgment,verb,n1
さほど,,(not) so; (not) very,adverb,n1
早急,さっきゅう,urgent; pressing,noun,n1
察する,さっする,to sense; to infer; to sympathize with,verb,n1
さて置く,さておく,to set aside,verb,n1
里,さと,hometown; village; countryside,noun,n1
さながら,,just like; as if,adverb,n1
五月雨,さみだれ,early summer rain,noun,n1
作用,さよう,action; effect; function,noun,n1
更なる,さらなる,further; additional; greater,adjective,n1
爽やか,さわやか,fresh; refreshing; clear,adjective,n1
酸化,さんか,oxidation,noun,n1
山脈,さんみゃく,mountain range,noun,n1
しいて,,insistently; forcibly,adverb,n1
仕上がる,しあがる,to be finished; to be completed,verb,n1
飼育,しいく,breeding; raising (animals),noun,n1
しかして,,and; and then; thus,conjunction,n1
しきりに,,frequently; repeatedly; eagerly,adverb,n1
仕組む,しくむ,to devise; to arrange; to plot,verb,n1
時雨,しぐれ,late autumn shower; drizzle,noun,n1
持続,じぞく,continuation; persistence; duration,noun,n1
認める,したためる,to write down; to draw up (a document),verb,n1
したたか,,shrewd; tough; severe,adverb,n1
しつこい,,persistent; insistent; stubborn,adjective,n1
質素,しっそ,simple; plain; frugal,noun,n1
しっとり,,damp; moist; calm and graceful,adverb,n1
執念,しゅうねん,tenacity; persistence; obsession,noun,n1
筆不精,ふでぶしょう,poor correspondent; lazy writer,noun,n1
始発,しはつ,first train (of the day),noun,n1
しぶとい,,tenacious; stubborn; persistent,adjective,n1
渋る,しぶる,to hesitate; to be reluctant,verb,n1
萎む,しぼむ,to wither; to wilt; to deflate,verb,n1
使命,しめい,mission; calling; duty,noun,n1
湿気,しっけ,moisture; humidity; dampness,noun,n1
しゃにむに,,recklessly; desperately,adverb,n1
洒落,しゃれ,pun; joke; witty remark,noun,n1
収監,しゅうかん,imprisonment,noun,n1
集結,しゅうけつ,gathering; concentration,noun,n1
修繕,しゅうぜん,repair; mending,noun,n1
終着,しゅうちゃく,last stop; terminal,noun,n1
羞恥心,しゅうちしん,shyness; sense of shame,noun,n1
周到,しゅうとう,careful; thorough; meticulous,noun,n1
重複,ちょうふく,duplication; repetition; overlap (also read as じゅうふく),noun,n1
修復,しゅうふく,restoration; repair,noun,n1
収容,しゅうよう,accommodation; admission; housing,noun,n1
主力,しゅりょく,main force; mainstay,noun,n1
処遇,しょぐう,treatment; dealing with,noun,n1
所持,しょじ,possession; ownership,noun,n1
しょんぼり,,dejectedly; downheartedly,adverb,n1
知らぬが仏,しらぬがほとけ,ignorance is bliss,expression,n1
じりじり,,slowly; step-by-step; impatiently,adverb,n1
じり貧,じりひん,gradual decline; slow impoverishment,noun,n1
しれっと,,calmly; nonchalantly; as if nothing happened,adverb,n1
しわくちゃ,,wrinkled; crumpled,adjective,n1
進化,しんか,evolution; progress,noun,n1
審議,しんぎ,deliberation; consideration,noun,n1
進行,しんこう,progress; advance; moving forward,noun,n1
信憑性,しんぴょうせい,credibility; authenticity; reliability,noun,n1
すきっと,,refreshed; clear,adverb,n1
すくすく,,growing up quickly and healthily,adverb,n1
すこぶる,,extremely; very,adverb,n1
健やか,すこやか,healthy; sound,adjective,n1
すし詰め,すしづめ,packed like sardines,noun,n1
すする,,to sip; to slurp,verb,n1
廃れる,すたれる,to go out of fashion; to become obsolete,verb,n1
ストライキ,,strike (work stoppage),noun,n1
すっぱり,,decisively; completely; clean (cut),adverb,n1
吹っ飛ぶ,すっとぶ,to be blown away; to vanish,verb,n1
素直,すなお,obedient; honest; upfront,adjective,n1
拗ねる,すねる,to sulk; to pout,verb,n1
すべからく,,by all means; necessarily,adverb,n1
窄む,すぼむ,to become narrow; to pucker,verb,n1
速やか,すみやか,prompt; swift; speedy,adjective,n1
正体,しょうたい,true identity; one's senses,noun,n1
清らか,きよらか,pure; clean; clear,adjective,n1
整然,せいぜん,orderly; systematic; methodical,noun,n1
赤裸々,せきらら,naked; frank; candid,adjective,n1
せせこましい,,cramped; narrow,adjective,n1
切々,せつせつ,earnestly; eagerly,adverb,n1
切ない,せつない,painful; heartrending; sad,adjective,n1
せめて,,at least; at most,adverb,n1
台詞,せりふ,speech; words; one's lines (in a play),noun,n1
せわしない,,restless; busy; hectic,adjective,n1
浅ましい,あさましい,shameful; wretched; sordid,adjective,n1
そぞろに,,involuntarily; without reason,adverb,n1
逸らす,そらす,to avert (one's eyes); to distract; to deflect,verb,n1
反らす,そらす,to bend; to curve; to arch,verb,n1
損じる,そんじる,to damage; to harm,verb,n1
大義,たいぎ,just cause; great cause,noun,n1
対極,たいきょく,opposite pole; antithesis,noun,n1
退屈,たいくつ,boredom; tedium,noun,n1
対峙,たいじ,confrontation; standing facing each other,noun,n1
大成,たいせい,great accomplishment; completion,noun,n1
大声,おおごえ,loud voice,noun,n1
大戦,たいせん,great war; major war,noun,n1
対談,たいだん,dialogue; conversation,noun,n1
多大,ただい,great; immense; considerable,noun,n1
多用,たよう,frequent use; being busy,noun,n1
弛む,たるむ,to slacken; to loosen; to sag,verb,n1
垂れ込める,たれこめる,to hang low over; to shroud,verb,n1
たわいない,,silly; absurd; innocent,adjective,n1
たんまり,,plenty; a lot,adverb,n1
ちやほや,,doting on; pampering,adverb,n1
中長期,ちゅうちょうき,medium-to-long term,noun,n1
中途,ちゅうと,halfway; in the middle of,adverb,n1
中和,ちゅうわ,neutralization,noun,n1
ちらっと,,at a glance; fleetingly,adverb,n1
ちらほら,,here and there; sporadically,adverb,n1
ちんまり,,small and quiet; snugly,adverb,n1
費やす,ついやす,to spend; to expend; to waste,verb,n1
尽きる,つきる,to be used up; to be exhausted; to run out,verb,n1
繕う,つくろう,to mend; to repair; to keep up (appearances),verb,n1
恙ない,つつがない,safe and sound; well,adjective,n1
務まる,つとまる,to be fit for; to be competent for,verb,n1
つぶさに,,in detail; minutely,adverb,n1
瞑る,つぶる,to close one's eyes,verb,n1
詳らか,つまびらか,detailed; clear; full,adjective,n1
連なる,つらなる,to extend; to range; to be in a line,verb,n1
貫く,つらぬく,to go through; to pierce; to uphold,verb,n1
つるつる,,smooth; slippery,adverb,n1
出合う,であう,to meet by chance; to encounter,verb,n1
てきぱき,,briskly; promptly; efficiently,adverb,n1
出来事,できごと,incident; event; happening,noun,n1
出くわす,でくわす,to run into; to come across,verb,n1
凸凹,でこぼこ,uneven; bumpy; rugged,noun,n1
出鱈目,でたらめ,nonsense; random; irresponsible,noun,n1
徹する,てっする,to devote oneself to; to go through with,verb,n1
手緩い,てぬるい,lenient; lax; half-hearted,adjective,n1
てらい,,show; ostentation,noun,n1
転居,てんきょ,moving; changing residence,noun,n1
てんてこまい,,being very busy; whirlwind of activity,noun,n1
転々,てんてん,moving from place to place; rolling,adverb,n1
てんやわんや,,turmoil; chaos; utter confusion,noun,n1
とあって,,because of; since,conjunction,n1
といい,,I hope; it'd be good if,expression,n1
どうかすると,,sometimes; by chance,adverb,n1
どうやら,,it seems; somehow or other,adverb,n1
到底,とうてい,(not) possibly; by no means,adverb,n1
到頭,とうとう,finally; at last,adverb,n1
とうに,,long ago; already,adverb,n1
どうにも,,(not) at all; by no means; simply,adverb,n1
遠回り,とおまわり,detour; roundabout way,noun,n1
時折,ときおり,sometimes; occasionally,adverb,n1
とどのつまり,,in the end; after all,adverb,n1
唱える,となえる,to recite; to chant; to advocate,verb,n1
とびきり,,extraordinary; superior; choice,adverb,n1
飛び抜ける,とびぬける,to excel; to be outstanding,verb,n1
とぼける,,to play dumb; to feign ignorance,verb,n1
とみに,,suddenly; rapidly,adverb,n1
富む,とむ,to be rich in; to abound with,verb,n1
ともすれば,,apt to; liable to,adverb,n1
捉える,とらえる,to capture; to grasp; to perceive,verb,n1
とりあえず,,for the time being; first of all,adverb,n1
取り掛かる,とりかかる,to begin; to set about,verb,n1
とりわけ,,especially; particularly,adverb,n1
とろける,,to melt (in the mouth); to be captivated,verb,n1
とんだ,,unexpected; terrible; awful,adjective,n1
ないし,,or; from...to,conjunction,n1
苗木,なえぎ,seedling; young tree,noun,n1
半ば,なかば,half; middle; halfway,noun,n1
菜切り,なきり,vegetable knife,noun,n1
嘆く,なげく,to grieve; to lament; to deplore,verb,n1
情け深い,なさけぶかい,compassionate; charitable; merciful,adjective,n1
なし崩し,なしくずし,piecemeal; bit by bit,noun,n1
為す,なす,to do; to accomplish; to perform,verb,n1
なぞる,,to trace; to follow,verb,n1
名高い,なだかい,famous; well-known,adjective,n1
なだらか,,gentle (slope); smooth,adjective,n1
懐く,なつく,to become attached to,verb,n1
生臭い,なまぐさい,fishy; bloody,adjective,n1
生温い,なまぬるい,lukewarm; half-hearted,adjective,n1
伍する,ごする,to rank with; to keep company with,verb,n1
滑らか,なめらか,smooth; velvety; fluent,adjective,n1
悩ます,なやます,to afflict; to torment; to bother,verb,n1
なり,,as soon as; the moment that,conjunction,n1
成り立つ,なりたつ,to consist of; to be viable; to be established,verb,n1
形振り,なりふり,appearance; attire and behavior,noun,n1
成り金,なりきん,nouveau riche; upstart,noun,n1
馴れ馴れしい,なれなれしい,overly familiar,adjective,n1
慣れる,なれる,to get used to,verb,n1
なんか,,such as; things like,particle,n1
なんだか,,somehow; for some reason,adverb,n1
なんで,,why; how,adverb,n1
なんと,,what; how; what a,adverb,n1
なんとなく,,somehow or other; for no particular reason,adverb,n1
なんとも,,quite; really; (not) at all,adverb,n1
逃す,にがす,to let escape; to miss (a chance),verb,n1
賑わう,にぎわう,to be bustling with; to thrive; to be crowded,verb,n1
憎しみ,にくしみ,hatred,noun,n1
逃げ出す,にげだす,to flee; to run away,verb,n1
にこにこ,,smilingly,adverb,n1
滲む,にじむ,to blot; to blur; to spread,verb,n1
似せる,にせる,to imitate; to copy; to mimic,verb,n1
煮立つ,にたつ,to come to a boil,verb,n1
について,,about; concerning; regarding,conjunction,n1
につれて,,as; in proportion to,conjunction,n1
担う,になう,to carry on one's shoulder; to bear a responsibility,verb,n1
鈍る,にぶる,to become dull; to weaken,verb,n1
にもかかわらず,,in spite of; despite; nevertheless,conjunction,n1
にやり,,broadly (grinning),adverb,n1
入浴,にゅうよく,bathing,noun,n1
睨み合う,にらみあう,to glare at each other,verb,n1
似る,にる,to resemble; to look like,verb,n1
煮る,にる,to boil; to simmer; to cook,verb,n1
俄か,にわか,sudden; abrupt,adjective,n1
人情,にんじょう,human feeling; humanity; empathy,noun,n1
拭う,ぬぐう,to wipe,verb,n1
抜ける,ぬける,to come out; to be missing; to pass through,verb,n1
温む,ぬるむ,to become warm,verb,n1
値上げ,ねあげ,price hike,noun,n1
練る,ねる,to knead; to polish (a plan); to train,verb,n1
労う,ねぎらう,to thank for one's efforts,verb,n1
寝込む,ねこむ,to stay in bed; to be laid up with,verb,n1
根差す,ねざす,to be rooted in; to stem from,verb,n1
捻じれる,ねじれる,to be twisted; to be distorted,verb,n1
妬む,ねたむ,to be jealous of; to envy,verb,n1
ねだる,,to plead for; to pester for,verb,n1
寝付く,ねつく,to fall asleep; to be confined to bed,verb,n1
粘る,ねばる,to be sticky; to persevere,verb,n1
念願,ねんがん,one's dearest wish,noun,n1
念じる,ねんじる,to pray for; to have in mind,verb,n1
のうのう,,carefreely; nonchalantly,adverb,n1
愛想,あいそ,sociability; amiability,noun,n1
相対,あいたい,relative; facing each other,noun,n1
間柄,あいだがら,relationship,noun,n1
愛憎,あいぞう,love and hatred,noun,n1
合間,あいま,interval; break,noun,n1
敢えて,あえて,daringly; deliberately,adverb,n1
仰ぐ,あおぐ,to look up at; to respect; to seek (advice),verb,n1
垢,あか,grime; dirt,noun,n1
亜科,あか,subfamily,noun,n1
証,あかし,proof; evidence,noun,n1
赤字,あかじ,deficit; in the red,noun,n1
明かす,あかす,to reveal; to disclose; to spend (the night),verb,n1
